drugname,n,category,group
Fentanyl/Bupivi Epidural (ml/hr),110,fentanyl,opioid
hypertonic saline (ml/hr),110,,
D5 1/2 NS with 10k+ (ml/hr),111,dextrose-5,iv-sugar
D5/.45NS (ml/hr),111,dextrose-5,iv-sugar
Cardizem (ml/hr),111,,
NSS + Abx (ml/hr),111,,
Acetadote (ml/hr),112,,
acetylcysteine (mg/kg/hr),112,,
magnesium (ml/hr),112,,
Volume (ml) Eptifibatide (),112,,
LR,113,,
VAsopressin (units/min),114,vasopressin,antidiuretic
3% hypertonic saline  (ml/hr),114,,
Versed (ml/hr),114,,
D5/NSS (ml/hr),115,dextrose-5,iv-sugar
IVF bolus (ml/hr),115,,
D5 1/2 (ml/hr),116,dextrose-5,iv-sugar
D5 1/2NS w/ KCL (ml/hr),116,dextrose-5,iv-sugar
D5 0.9NS (ml/hr),117,dextrose-5,iv-sugar
lactated ringers (ml/hr),117,lactated-ringers,lactated-ringers
1/2 NS w/ 2 amp bicarb (ml/hr),117,,
Epidural: 0.1% Bupivicaine/ 40mcg/ml Duramorph (ml/hr),117,,
NS BOLUS (ml/hr),117,,
NSS w/ atb (ml/hr),117,,
PEPTAMEN AF (ml/hr),117,,
Tube Feeds (ml/hr),118,enteral-nonspecific-intake,nutrition-enteral
Acetylcystine 20% (mg/kg/hr),118,,
normal slaine  (ml/hr),118,,
ALBUMIN 5% (ml/hr),119,,
Blood Products (ml/hr),119,,
PRECEDEX (mcg/kg/hr),119,,
Insulin (Scale A) (units/hr),120,insulin,insulin
.45NSS (ml/hr),120,,
Abciximab (mcg/min),120,,
Phenylephrine (mcg/hr),121,,
Procainamide (mg/min),121,,
Sodium bicarb  (ml/hr),122,,
Cisatracurium (Nimbex)MAX 200 mg Sodium Chloride 0.9% 500 ml (mcg/kg/min),123,,
SODIUM BICARB. GTT (ml/hr),123,,
Volume (mL)-sodium chloride 0.9 % bolus 250 mL (ml/hr),123,,
D5/0.45%NS (ml/hr),124,dextrose-5,iv-sugar
narcan (mcg/kg/hr),124,naloxone,naloxone
D5.9NSS (ml/hr),125,dextrose-5,iv-sugar
PCA Dilaudid (mg/hr),125,,
tPA (ml/hr),125,,
Vecuronium (mcg/kg/hr),125,,
KETAMINE (mg/hr),126,,
TKO (ml/hr),126,,
NSw/20KCL (ml/hr),127,,
Prograf drip (ml/hr),127,,
Nepro (ml/hr),128,enteral-product-intake,nutrition-enteral
alteplase (mg/hr),129,,
"bupiv .1%, fent 2mcg/ml, duramorph 40mcg/ml (ml/hr)",129,,
Hypertonic saline (ml/hr),129,,
Midazolam (mg/kg/hr),129,,
Na Bicarb (ml/hr),129,,
Abciximab (mcg/kg/min),130,,
Dexmedetomidine (mcg/hr),130,,
Nitroglycerin (Unknown),130,,
Volume (ml) Abciximab  (ml/hr),130,,
FIBERSOURCE HN (ml/hr),131,enteral-product-intake,nutrition-enteral
Fentanyl (Unknown),131,fentanyl,opioid
EPIDURAL (ml/hr),131,,
normosol (ml/hr),131,,
Fibersource HN (ml/hr),132,enteral-product-intake,nutrition-enteral
Bolus (ml/hr),132,,
Insulin (mg/hr),134,insulin,insulin
BiCarb (ml/hr),134,,
Fibersource (ml/hr),135,enteral-product-intake,nutrition-enteral
0.45% NaCl (ml/hr),135,,
Hypertonic Saline 3% (ml/hr),135,,
lr (ml/hr),135,,
NACL (ml/hr),136,,
NS 0.9%  (ml/hr),137,,
Pantoprazole (Protonix) 80 mg Sodium Chloride 0.9% 250 ml (mg/hr),137,,
d5 1/2 ns (ml/hr),138,dextrose-5,iv-sugar
d51/2ns (ml/hr),138,dextrose-5,iv-sugar
NaBicarb (ml/hr),138,,
Ninbex (mcg/kg/min),138,,
RL (ml/hr),139,,
Octreotide (mcg/hr) (mcg/hr),140,,
0.2 % NS (ml/hr),142,,
Midazolam (mcg/kg/min),142,,
.45% Normal Saline (ml/hr),143,,
Aminocaproic acid MAX 25 g Sodium Chloride 0.9% 250 ml (Unknown),143,,
NSS w/ Anbx (ml/hr),143,,
Dexmedetomidine (mcg/min),145,,
dilaudid (mg/hr),145,,
NSS control (ml/hr),145,,
NSS w/ABT (ml/hr),145,,
Oxytocin IVF Infused (ml/hr),145,,
Hypertonic 3% saline (ml/hr),146,,
D5w (ml/hr),148,dextrose-5,iv-sugar
0.9 NSS (carrier) (ml/hr),148,,
Levophed (ml/hr),148,,
H2O flush (ml/hr),149,enteral-water-meds,nutrition-enteral
PRBC's (ml/hr),149,,
D5/0.45 NSS (ml/hr),151,dextrose-5,iv-sugar
DOPamine MAX 800 mg Dextrose 5% 250 ml  Premix (mcg/kg/min),151,dopamine,adrenergic-agent
Dexmedetomidine Inj 400 Mcg in Dextrose 5% 100 ml (mcg/kg/hr),153,,
NS + 20meq KCL (ml/hr),154,,
DOBUTamine MAX 1000 mg Dextrose 5% 250 ml  Premix (mcg/kg/min),156,dobutamine,adrenergic-agent
CISATRACURIUM  (mg/hr),160,,
ketamine (mg/kg/hr),160,,
NIMBEX (mcg/kg/hr),160,,
tPA (mg/hr),160,,
3% Hypertonic Saline (ml/hr),161,,
3%NaCl (ml/hr),161,,
N/S (ml/hr),162,,
D5 0.9%NSS (ml/hr),163,dextrose-5,iv-sugar
AMICAR (mg/hr),165,,
TPA (ml/hr),165,,
Amiodarone (mg/hr),166,,
D5 1/2 NSS (ml/hr),167,dextrose-5,iv-sugar
Agatroban (mcg/kg/min),168,,
NiCARDipine (max) 100 mg Sodium Chloride 0.9% 250 ml (mg/hr),168,,
Banana bag (ml/hr),169,,
NSS 0.9% (ml/hr),170,,
Versed (mg/hr),170,,
DILAUDID (mg/hr),172,,
normal saline  (ml/hr),172,,
vecuronium (mcg/kg/min),172,,
NSS #1 (ml/hr),174,,
zosyn (ml/hr),174,,
0.9% NS  (ml/hr),175,,
abx (ml/hr),175,,
IVF's (ml/hr),175,,
Volume (mL) Naloxone (ml/hr),175,,
Dobutamine,176,dobutamine,adrenergic-agent
NS 0.9% (ml/hr),176,,
NSS/ atbx (ml/hr),176,,
3% NORMAL SALINE (ml/hr),178,,
Acetylcysteine (ml/hr),178,,
Precedex (mg/kg/hr),178,,
Volume (ml) Heparin-heparin infusion 2 units/mL in 0.9% sodium chloride (ARTERIAL LINE) (ml/hr),178,,
D5 NS (ml/hr),180,dextrose-5,iv-sugar
NSS,181,,
NS w/ 20 KCL (ml/hr),182,,
NSS 3% (ml/hr),182,,
Rocuronium IVF Infused (ml/hr),182,,
1/2NSS (ml/hr),183,,
Tirofiban (mcg/kg/min),183,,
MVI (ml/hr),184,,
Nimbex  (mcg/kg/min),185,,
NS ABX (ml/hr),186,,
Narcan (mg/hr),188,naloxone,naloxone
sodium bicarb (ml/hr),189,,
D5 0.9 NS (ml/hr),191,dextrose-5,iv-sugar
1/2NS (ml/hr),191,,
Furosemide,194,,
Milrinone,195,,
Propofol (mcg/kg/hr),195,,
IVPB (ml/hr),199,,
Bivalirudin IVF Infused (ml/hr),200,,
Fibersource TF (ml/hr),203,enteral-product-intake,nutrition-enteral
cardene (mg/hr),203,,
Pantoprazole (mg/kg/hr),203,,
fentanyl (mcg/hr),204,fentanyl,opioid
Neosynephrine (mcg/min),205,,
NS abx (ml/hr),205,,
D5/W (ml/hr),206,dextrose-5,iv-sugar
D5.45NSS (ml/hr),209,dextrose-5,iv-sugar
CISATRACURIUM (mcg/kg/min),209,,
tube feeds (ml/hr),212,enteral-nonspecific-intake,nutrition-enteral
Fentanyl (mg/hr),212,fentanyl,opioid
BOLUS (ml/hr),212,,
bolus (ml/hr),212,,
Pantoprazole,212,,
3% HYPERTONIC SALINE (ml/hr),214,,
bicarb gtt (ml/hr),214,,
Lidocaine (),214,,
Tube Feed Flushes (ml/hr),216,enteral-water-meds,nutrition-enteral
NS MF (ml/hr),216,,
D5 .45NS (ml/hr),217,dextrose-5,iv-sugar
KCL RIDER (ml/hr),217,,
Tube Feeds  (ml/hr),218,enteral-nonspecific-intake,nutrition-enteral
Cisatracurium (Nimbex)STD 200 mg Sodium Chloride 0.9% 1000 ml (mcg/kg/min),222,,
EPINEPHrine(Adrenalin)MAX 30 mg Sodium Chloride 0.9% 250 ml (mcg/min),223,epinephrine,adrenergic-agent
d10 (ml/hr),224,dextrose-10,iv-sugar
Fentanyl PCA (mcg/hr),224,fentanyl,opioid
0.9%NSS  (ml/hr),225,,
Sodium bicarb (ml/hr),225,,
Veletri (ml/hr),226,,
insulin (units/hr),227,insulin,insulin
Sodium Bicarbonate (ml/hr),227,,
Tirofiban (ml/hr),227,,
3% (ml/hr),232,,
NSS + abx (ml/hr),232,,
0.45% NSS (ml/hr),233,,
Epinephrine,234,epinephrine,adrenergic-agent
propofol (mcg/kg/min),235,,
Altepase (mg/hr),237,,
.45NS (ml/hr),238,,
Magnesium Sulfate (mg/hr),240,,
NS with KCL 20 MeQ (ml/hr),241,,
NUTREN 1..5 (ml/hr),243,enteral-product-intake,nutrition-enteral
Labetalol (mg/hr),244,,
Sodium Bicarbonate mL/hr (ml/hr),246,,
HCO3 (ml/hr),247,,
Nitroglycerin,250,,
Lactated Ringer (ml/hr),251,lactated-ringers,lactated-ringers
LASIX (ml/hr),253,,
Amicar (mg/hr),254,,
Eptifibatide (),255,,
nimbex (mg/hr),258,,
precedex (mcg/kg/hr),258,,
D5 LR (ml/hr),261,dextrose-5,iv-sugar
1/2 nss (ml/hr),261,,
Volume (mL) Tenecteplase (ml/hr),261,,
Volume-Transfuse RBC,263,,
albumin (ml/hr),267,,
NaHCO3 (ml/hr),269,,
Albumin (ml/hr),277,,
prbc (ml/hr),277,,
PRBCs (ml/hr),278,,
NS + ABX (ml/hr),279,,
Atracurium (mcg/kg/min),281,,
Esmolol (Brevibloc) 2500 mg Sodium Chloride 0.9% 250 ml (mcg/kg/min),281,,
LORazepam (Ativan) 100 mg Sodium Chloride 0.9% 100 ml  Premix (mg/hr),282,,
D5/0.45NS (ml/hr),283,dextrose-5,iv-sugar
amicar (ml/hr),283,,
5% Dextrose (ml/hr),284,dextrose-5,iv-sugar
Water Flush (ml/hr),285,,
NOVASOURCE RENAL (ml/hr),286,,
D5 0.45 NS (ml/hr),288,dextrose-5,iv-sugar
AMICAR (ml/hr),288,,
Protonix (ml/hr),289,,
Insulin- Scale A (units/hr),290,insulin,insulin
3% hypertonic (ml/hr),292,,
vasopressin (units/min),294,vasopressin,antidiuretic
Volume-Transfuse Pheresed Platelets (ml/hr),294,,
Dilaudid PCA -Infusion (ml/hr),295,,
Vasopressin,302,vasopressin,antidiuretic
Bicarb gtt (ml/hr),303,,
Argatroban (mcg/kg/hr),306,,
Vecuronium IVF Infused (ml/hr),306,,
atracurium (mcg/kg/min),307,,
Midazolam (),316,,
Zosyn (ml/hr),318,,
Precedex (mcg/kg/hr),319,,
PPN (ml/hr),320,,
0.45% NS (ml/hr),321,,
Volume (mL) Acetylcysteine (ml/hr),321,,
0.45%NS (ml/hr),322,,
Ketamine (mg/kg/hr),323,,
Diltiazem (Cardizem) 125 mg Sodium Chloride 0.9% 125 ml (mg/hr),327,,
Pentobarbital (ml/hr),327,,
ivpb (ml/hr),329,,
3% SALINE (ml/hr),330,,
NS,335,,
BICARB (ml/hr),339,,
Diltiazem(Cardizem) mg/hr (mg/hr),340,,
Epinephrine (mg/kg/min),341,epinephrine,adrenergic-agent
Dilaudid PCA (mg/hr),341,,
levophed (mcg/min),342,,
Diltiazem,343,,
Normal saline (ml/hr),344,,
EPINEPHrine(Adrenalin)STD 4 mg Sodium Chloride 0.9% 250 ml (mcg/min),347,epinephrine,adrenergic-agent
FFP (ml/hr),347,,
Esomeprazole (mg/hr),349,,
Hypertonic Saline (ml/hr),351,,
Normosol (ml/hr),351,,
NImbex (mcg/kg/min),354,,
Other mL/hr (ml/hr),354,,
Pantoprazole (mg/hr) (mg/hr),360,,
0.9% Saline (ml/hr),364,,
0.9% NSS  (ml/hr),365,,
Morphine 250 mg Sodium Chloride 0.9% 250 ml  Premix (mg/hr),370,morphine,opiod
Abciximab (ml/hr),373,,
0.9% Normal Saline (ml/hr),375,,
Acetylcysteine (mg/kg/hr),379,,
Glucerna 1.5 (ml/hr),380,,
Epidural (ml/hr),381,,
kvo (ml/hr),381,,
NS +20KCL (ml/hr),382,,
Dopamine,383,dopamine,adrenergic-agent
0.9% nacl (ml/hr),390,,
ARGACTROBAN (mcg/kg/min),391,,
0.45 NS (ml/hr),393,,
Insulin Scale B (units/hr),394,insulin,insulin
Banana Bag (ml/hr),399,,
TPA (mg/hr),399,,
3% NACL (ml/hr),400,,
epidural (ml/hr),402,,
Dexmedetomidine Inj 400 Mcg in Sodium Chloride 0.9% 100 ml (mcg/kg/hr),407,,
D5NSS (ml/hr),409,dextrose-5,iv-sugar
DOBUTamine STD 500 mg Dextrose 5% 250 ml  Premix (mcg/kg/min),409,dobutamine,adrenergic-agent
Amiodarone (maintenance) 900 mg Dextrose 5% 500 ml (mg/min),413,,
Vasopressin 40 Units Sodium Chloride 0.9% 100 ml (units/min),415,vasopressin,antidiuretic
heparin (units/hr),415,,
Levothyroxine (mcg/hr),415,,
Nicardipine,416,,
0.45NS (ml/hr),417,,
LIPIDS (ml/hr),419,lipids,nutrition-other
NORMAL SALINE (ml/hr),422,,
D5 1/2NSS (ml/hr),424,dextrose-5,iv-sugar
Sodium Bicarb (ml/hr),425,,
lipids (ml/hr),426,lipids,nutrition-other
Aminophylline IVF Infused (ml/hr),426,,
Angiomax (mg/kg/hr),426,,
H20 TF flush  (ml/hr),427,enteral-water-meds,nutrition-enteral
tpn (ml/hr),430,parenteral,nutrition-parenteral
NIMBEX  (mcg/kg/min),434,,
NS KVO (ml/hr),435,,
Rocuronium (mcg/kg/min),452,,
NiCARDipine (std) 50 mg Sodium Chloride 0.9% 500 ml (mg/hr),454,,
Normal Saline  (ml/hr),458,,
miv (ml/hr),466,,
3% NaCl (ml/hr),467,,
Nitroglycerin(25mg/250ml) 25 mg Dextrose 5% 250 ml  Premix (glass bottle) (mcg/min),468,,
D5 / 0.45% NSS (ml/hr),472,dextrose-5,iv-sugar
D5.45NS (ml/hr),474,dextrose-5,iv-sugar
bicarb (ml/hr),475,,
Naloxone IVF Infused (ml/hr),477,naloxone,naloxone
3% Saline (ml/hr),477,,
cisatracurium (mg/hr),478,,
HYDROmorphone (Dilaudid) 50 mg Sodium Chloride 0.9% 250 ml  Premix (mg/hr),488,hydromorphone,opioid
ZOSYN (ml/hr),492,,
Protonix (mg/hr),495,,
Eptifibatide (mcg/min),501,,
Nitroprusside (),511,,
Normal Saline 0.9% (ml/hr),518,,
Water flush (ml/hr),527,,
1/2 NSS (ml/hr),534,,
DOPamine STD 400 mg Dextrose 5% 250 ml  Premix (mcg/kg/min),544,dopamine,adrenergic-agent
D10W (ml/hr),545,dextrose-10,iv-sugar
.45 NS (ml/hr),550,,
NiCARDipine (premix) 20 mg Sodium Chloride 0.9% 200 ml (mg/hr),557,,
Tube Feed (ml/hr),574,enteral-nonspecific-intake,nutrition-enteral
Hydromorphone (mg/hr),575,hydromorphone,opioid
Dexmetetomidine (Precedex) (mcg/kg/hr),584,,
Volume (mL)-sodium chloride 0.9 % bolus 500 mL (ml/hr),587,,
Midazolam,598,,
Pentobarbital (mg/kg/hr),601,,
Phenylephrine,602,,
Amiodarone (mg/min) (mg/min),615,,
Volume (mL) Argatroban (ml/hr),618,,
3% saline (ml/hr),626,,
.45 NSS (ml/hr),632,,
hydromorphone (mg/hr),636,hydromorphone,opioid
ARGATROBAN (mcg/kg/min),636,,
Esmolol (),649,,
Dexmedetomidine,655,,
Nimbex (mg/hr),658,,
Isoproterenol (),669,,
Mannitol IVF Infused (ml/hr),686,,
"Volume (mL)-sodium chloride 0.9 % bolus 1,000 mL (ml/hr)",693,,
0.9% (ml/hr),724,,
Dilaudid (mg/hr),726,,
Alteplase (mg/hr),728,,
NS for Blood Administration (ml/hr),728,,
Amiodarone,739,,
Heparin 25000 Units Dextrose 5% 500 ml  Premix (units/kg/hr),761,,
Vecuronium (mcg/kg/min),768,,
0.45 NSS (ml/hr),804,,
normal saline (ml/hr),806,,
D5 (ml/hr),809,dextrose-5,iv-sugar
.9 NSS (ml/hr),811,,
Insulin (units/kg/hr),817,insulin,insulin
Cisatracurium (mg/hr),817,,
Volume-Transfuse fresh frozen plasma (ml/hr),819,,
Bicarb (ml/hr),834,,
KVO (ml/hr),838,,
Amicar (ml/hr),853,,
D5 1/2NS (ml/hr),867,dextrose-5,iv-sugar
D51/2NS (ml/hr),873,dextrose-5,iv-sugar
Citrate mL/hr (ml/hr),873,,
Calcium Chloride mL/hr (ml/hr),882,,
Isoproterenol (ml/hr),887,,
Midazolam (Versed) 100 mg Sodium Chloride 0.9% 100 ml (mg/hr),892,,
Heparin,918,,
Insulin Scale A (units/hr),927,insulin,insulin
Vasopressin (units/hr),989,vasopressin,antidiuretic
0.9NSS (ml/hr),997,,
Nitroglycerin (mcg/kg/min),1009,,
.9NSS (ml/hr),1035,,
Phenylephrine  MAX 100 mg Sodium Chloride 0.9% 250 ml (mcg/min),1052,,
3% NS (ml/hr),1105,,
Levophed (mcg/min),1123,,
D5LR (ml/hr),1130,dextrose-5,iv-sugar
Pantoprazole(Protonix) (mg/hr),1165,,
Epoprostenol (nanograms/kg/min),1199,,
D5 1/2 NS (ml/hr),1206,dextrose-5,iv-sugar
NS  (ml/hr),1218,,
Phenylephrine  STD 20 mg Sodium Chloride 0.9% 250 ml (mcg/min),1218,,
cisatracurium Volume (ml) (ml/hr),1235,,
NSS  (ml/hr),1240,,
0.9% NaCl (ml/hr),1263,,
ns (ml/hr),1303,,
Insulin,1346,insulin,insulin
0.9%NSS (ml/hr),1357,,
Lactated Ringers (ml/hr),1363,lactated-ringers,lactated-ringers
.9 NS (ml/hr),1365,,
TF (ml/hr),1373,,
MAIN (ml/hr),1407,,
ketamine (mg/hr),1452,,
nimbex (mcg/kg/min),1516,,
NIMBEX (mcg/kg/min),1529,,
Propofol,1547,,
Lipids (ml/hr),1549,lipids,nutrition-other
Isoproterenol (mcg/min),1575,,
Fentanyl,1591,fentanyl,opioid
Morphine (),1627,morphine,opiod
Lorazepam (),1651,,
Norepinephrine,1654,norepinephrine,adrenergic-agent
Cisatracurium (mcg/kg/min),1665,,
argatroban (mcg/kg/min),1685,,
0.9%NS (ml/hr),1706,,
iv (ml/hr),1729,,
cisatracurium (mcg/kg/min),1769,,
Lidocaine (mg/min),1878,,
Epinephrine (),1879,epinephrine,adrenergic-agent
1/2 NS (ml/hr),1941,,
IV (ml/hr),1945,,
Methylprednisolone IVF infused (Unknown),1985,methylpredisolone,glucocorticoid
Dexmedetomidine(Precedex) 400 mcg Sodium Chloride 0.9% 100 ml (mcg/kg/hr),2016,,
Milrinone (),2042,,
PRBC (ml/hr),2063,,
Octreotide (),2136,,
Dexmedetomidine (mcg/kg/hr) (mcg/kg/hr),2202,,
Labetalol (mg/min),2250,,
nss (ml/hr),2347,,
Argatroban IVF Infused (ml/hr),2410,,
Labetalol (ml/hr),2426,,
D5NS (ml/hr),2445,dextrose-5,iv-sugar
NUTREN 1.5 (ml/hr),2508,enteral-product-intake,nutrition-enteral
Nitroprusside (mcg/kg/min),2540,,
Aminocaproic Acid IVF Infused (ml/hr),2551,,
D10 (ml/hr),2555,dextrose-10,iv-sugar
Norepinephrine MAX 32 mg Dextrose 5% 250 ml (mcg/min),2585,norepinephrine-dextrose-5,adrenergic-agent
Alteplase IVF Infused (ml/hr),2616,,
0.9NS (ml/hr),2756,,
Ketamine (mg/hr),2953,,
Norepinephrine STD 4 mg Dextrose 5% 250 ml (mcg/min),3013,norepinephrine-dextrose-5,adrenergic-agent
Epinephrine (mcg/kg/min),3101,epinephrine,adrenergic-agent
0.9 NSS (ml/hr),3370,,
Eptifibatide (mcg/kg/min),3387,,
Argatroban (mcg/kg/min),3405,,
0.9 NS (ml/hr),3592,,
Volume-Transfuse RBC (ml/hr),3632,,
Magnesium Sulfate IVF Infused (ml/hr),3649,,
Propofol (mg/kg/min),3760,,
FentaNYL (Sublimaze) 2500 mcg Sodium Chloride 0.9% 250 ml  Premix (mcg/hr),3953,fentanyl,opioid
Morphine (ml/hr),4059,morphine,opiod
Furosemide (),4155,,
Cisatracurium IVF Infused (ml/hr),4201,,
Fentanyl (mcg/kg/min),4261,fentanyl,opioid
Dobutamine (),4419,dobutamine,adrenergic-agent
Heparin (units/kg/hr),4435,,
Nitroglycerin (),4544,,
Eptifibatide (ml/hr),4566,,
Lidocaine (ml/hr),4690,,
Normal Saline (ml/hr),4701,,
Lorazepam (ml/hr),4962,,
Dopamine (),5020,dopamine,adrenergic-agent
0.9% NSS (ml/hr),5047,,
Propofol (Diprivan) 1000 mg  100 ml  Premix (mcg/kg/min),5426,,
Diltiazem (),5523,,
Bumetanide (mg/hr),5544,,
Lorazepam (mg/hr),5551,,
Volume (mL) Magnesium  (ml/hr),5589,,
3% Sodium Chloride IVF Infused (ml/hr),5590,,
Volume (ml) Phenylephrine (),5758,,
Pantoprazole (),5842,,
Esmolol (ml/hr),5985,,
Nimbex (mcg/kg/min),6064,,
0.9% NS (ml/hr),6233,,
Morphine (mg/hr),6461,morphine,opiod
Fentanyl (mcg/kg/hr),6574,fentanyl,opioid
Nicardipine (),6732,,
Phenylephrine (),6756,,
Esmolol (mcg/kg/min),6892,,
D5W (ml/hr),6942,dextrose-5,iv-sugar
Vasopressin (),7327,vasopressin,antidiuretic
Volume (mL) Lipids (ml/hr),7570,lipids,nutrition-other
Hydromorphone IVF Infused (ml/hr),7764,hydromorphone,opioid
"Volume (ml) Heparin-heparin 25,000 units in 0.45 % sodium chloride 500 mL infusion (ml/hr)",8874,,
Nitroprusside (ml/hr),9299,,
ivf (ml/hr),10260,,
Volume (mL) TPN (ml/hr),10350,parenteral,nutrition-parenteral
Bumetanide (ml/hr),11374,,
Calcium Gluconate IVF Infused (ml/hr),11873,,
"Volume (ml) Heparin-heparin 25,000 units in dextrose 500 mL infusion (ml/hr)",12302,dextrose-5,iv-sugar
TPN (ml/hr),12546,parenteral,nutrition-parenteral
NitroGLYCERIN IVF Infused (ml/hr),12737,,
Insulin 250 Units Sodium Chloride 0.9% 250 ml (units/hr),12810,insulin,insulin
norepinephrine Volume (ml) (ml/hr),13636,,
Insulin (),14139,insulin,insulin
Heparin (),14512,,
Epinephrine (mcg/min),14662,epinephrine,adrenergic-agent
MIV (ml/hr),15127,,
Milrinone (mcg/kg/min),15940,,
Phenylephrine (mcg/kg/min),16711,,
LR (ml/hr),18345,,
Octreotide (mcg/hr),18758,,
Amiodarone (),18966,,
Furosemide (mg/hr),19293,,
Octreotide (ml/hr),20110,,
Nitroglycerin (mcg/min),22668,,
Dobutamine (mcg/kg/min),23197,dobutamine,adrenergic-agent
Furosemide (ml/hr),24006,,
Norepinephrine (),24793,norepinephrine,adrenergic-agent
Sodium Bicarb IVF Infused (ml/hr),25468,,
Nitroglycerin (ml/hr),26094,,
Dopamine (mcg/kg/min),29144,dopamine,adrenergic-agent
IVF (ml/hr),30245,,
Fentanyl (),32012,fentanyl,opioid
Epinephrine (ml/hr),33272,epinephrine,adrenergic-agent
Dobutamine (ml/hr),35607,dobutamine,adrenergic-agent
Pantoprazole (mg/hr),37535,,
Diltiazem (mg/hr),39042,,
Diltiazem (ml/hr),42938,,
Propofol (),46224,,
Pantoprazole (ml/hr),48159,,
Phenylephrine (mcg/min),48318,,
Nicardipine (mg/hr),52568,,
Milrinone (ml/hr),53978,,
Nicardipine (ml/hr),54862,,
Dopamine (ml/hr),56077,dopamine,adrenergic-agent
Phenylephrine (ml/hr),60465,,
Vasopressin (units/min),61213,vasopressin,antidiuretic
NSS (ml/hr),62876,,
Vasopressin (ml/hr),65562,vasopressin,antidiuretic
Norepinephrine (mcg/kg/min),68921,norepinephrine,adrenergic-agent
Dexmedetomidine (mcg/kg/hr),69986,,
Amiodarone (mg/min),70022,,
NS (ml/hr),82110,,
Heparin (units/hr),107848,,
Amiodarone (ml/hr),127056,,
Insulin (ml/hr),128016,insulin,insulin
Dexmedetomidine (ml/hr),133340,,
Midazolam (ml/hr),134168,,
Heparin (ml/hr),138276,,
Midazolam (mg/hr),143511,,
Norepinephrine (mcg/min),192059,norepinephrine,adrenergic-agent
Propofol (mcg/kg/min),207890,,
Insulin (units/hr),252838,insulin,insulin
Fentanyl (mcg/hr),258901,fentanyl,opioid
Norepinephrine (ml/hr),272157,norepinephrine,adrenergic-agent
Propofol (ml/hr),281157,,
Fentanyl (ml/hr),289006,fentanyl,opioid
