cellpath,celllabel,N,category,group
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Basilic L 20 gauge,Per IV Flush: Basilic L 20 gauge,181,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Basilic R 20 gauge,Per IV Flush: Basilic R 20 gauge,239,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Cephalic L 20 gauge,Per IV Flush: Cephalic L 20 gauge,193,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Cephalic R 20 gauge,Per IV Flush: Cephalic R 20 gauge,254,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: EJ L 18 gauge,Per IV Flush: EJ L 18 gauge,193,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: EJ L 20 gauge,Per IV Flush: EJ L 20 gauge,141,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: EJ R 18 gauge,Per IV Flush: EJ R 18 gauge,250,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: EJ R 20 gauge,Per IV Flush: EJ R 20 gauge,160,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Forearm L,Per IV Flush: Forearm L,1047,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Forearm L 16 gauge,Per IV Flush: Forearm L 16 gauge,337,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Forearm L 18 gauge,Per IV Flush: Forearm L 18 gauge,3017,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Forearm L 20 gauge,Per IV Flush: Forearm L 20 gauge,9704,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Forearm L 22 gauge,Per IV Flush: Forearm L 22 gauge,1141,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Forearm R,Per IV Flush: Forearm R,1109,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Forearm R 16 gauge,Per IV Flush: Forearm R 16 gauge,206,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Forearm R 18 gauge,Per IV Flush: Forearm R 18 gauge,2983,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Forearm R 20 gauge,Per IV Flush: Forearm R 20 gauge,10544,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Forearm R 22 gauge,Per IV Flush: Forearm R 22 gauge,1197,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Hand L,Per IV Flush: Hand L,567,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Hand L 16 gauge,Per IV Flush: Hand L 16 gauge,249,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Hand L 18 gauge,Per IV Flush: Hand L 18 gauge,1432,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Hand L 20 gauge,Per IV Flush: Hand L 20 gauge,3602,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Hand L 22 gauge,Per IV Flush: Hand L 22 gauge,909,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Hand R,Per IV Flush: Hand R,547,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Hand R 16 gauge,Per IV Flush: Hand R 16 gauge,118,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Hand R 18 gauge,Per IV Flush: Hand R 18 gauge,1191,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Hand R 20 gauge,Per IV Flush: Hand R 20 gauge,3984,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Hand R 22 gauge,Per IV Flush: Hand R 22 gauge,935,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Midline Basilic R 20 gauge,Per IV Flush: Midline Basilic R 20 gauge,191,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Midline Brachial R 20 gauge,Per IV Flush: Midline Brachial R 20 gauge,114,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Midline Upper arm L 20 gauge,Per IV Flush: Midline Upper arm L 20 gauge,103,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Midline Upper arm R 20 gauge,Per IV Flush: Midline Upper arm R 20 gauge,133,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Upper arm L,Per IV Flush: Upper arm L,249,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Upper arm L 18 gauge,Per IV Flush: Upper arm L 18 gauge,544,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Upper arm L 20 gauge,Per IV Flush: Upper arm L 20 gauge,4028,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Upper arm L 22 gauge,Per IV Flush: Upper arm L 22 gauge,215,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Upper arm R,Per IV Flush: Upper arm R,491,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Upper arm R 18 gauge,Per IV Flush: Upper arm R 18 gauge,530,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Upper arm R 20 gauge,Per IV Flush: Upper arm R 20 gauge,4720,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Upper arm R 22 gauge,Per IV Flush: Upper arm R 22 gauge,197,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Wrist L,Per IV Flush: Wrist L,382,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Wrist L 16 gauge,Per IV Flush: Wrist L 16 gauge,215,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Wrist L 18 gauge,Per IV Flush: Wrist L 18 gauge,1124,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Wrist L 20 gauge,Per IV Flush: Wrist L 20 gauge,2193,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Wrist L 22 gauge,Per IV Flush: Wrist L 22 gauge,478,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Wrist R,Per IV Flush: Wrist R,321,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Wrist R 16 gauge,Per IV Flush: Wrist R 16 gauge,125,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Wrist R 18 gauge,Per IV Flush: Wrist R 18 gauge,807,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Wrist R 20 gauge,Per IV Flush: Wrist R 20 gauge,2301,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Per IV Flush: Wrist R 22 gauge,Per IV Flush: Wrist R 22 gauge,480,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|PHENYEPHRINE,PHENYEPHRINE,236,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Phenylephrine,Phenylephrine,296,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|PO,PO,624,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|po,po,222,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|PO_c,PO_c,194,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|PPN,PPN,518,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|PRBC,PRBC,121,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Precedex,Precedex,2175,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|precedex,precedex,730,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|PRECEDEX,PRECEDEX,883,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Pressure Line Flush,Pressure Line Flush,582,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|PRESSURE LINE FLUSH,PRESSURE LINE FLUSH,971,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Pressure Line Flush ,Pressure Line Flush ,102,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Primacor,Primacor,628,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Primacor drip,Primacor drip,204,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|PROPOFOL,PROPOFOL,6299,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Propofol,Propofol,4806,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|propofol,propofol,2392,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Propofol ,Propofol ,132,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|PROpofol (ml):,PROpofol (ml):,1504,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Propofol drip,Propofol drip,369,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|PROPOFOL DRIP,PROPOFOL DRIP,155,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Propofol gtt,Propofol gtt,103,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|PROTONIX,PROTONIX,539,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|protonix,protonix,604,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Protonix,Protonix,1134,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Protonix ,Protonix ,101,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Protonix drip,Protonix drip,152,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|protonix drip,protonix drip,136,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|PROTONIX DRIP,PROTONIX DRIP,111,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Protonix gtt,Protonix gtt,134,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|REPLACEMENT FLUID,REPLACEMENT FLUID,175,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|RHI,RHI,361,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Saline Flush (mL),Saline Flush (mL),21836,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Sandostatin,Sandostatin,453,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|SANDOSTATIN,SANDOSTATIN,276,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Sandostatin gtt,Sandostatin gtt,107,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Sedative Other (Volume),Sedative Other (Volume),197,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|SN IV Solution Volume (ml),SN IV Solution Volume (ml),953,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Solumedrol,Solumedrol,163,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|sorensen/co,sorensen/co,205,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|sorenson/co,sorenson/co,175,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Total Amount (mcg)-fentaNYL PCA 50 mcg/mL,Total Amount (mcg)-fentaNYL PCA 50 mcg/mL,3376,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Total Amount (mL)-bupivacaine 0.125-0.9 % premix solution,Total Amount (mL)-bupivacaine 0.125-0.9 % premix solution,568,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Total Amount (mL)-BUPIVACAINE HCL-NACL 0.125-0.9 % IJ SOLN,Total Amount (mL)-BUPIVACAINE HCL-NACL 0.125-0.9 % IJ SOLN,114,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Total Intake,Total Intake,5019,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Total Intake ,Total Intake ,780,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Total Lumen Flushes,Total Lumen Flushes,11165,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|TPA,TPA,129,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|VANCO,VANCO,147,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Vanco,Vanco,167,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|vanco,vanco,160,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Vancomycin,Vancomycin,422,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|VANCOMYCIN,VANCOMYCIN,202,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|vancomycin,vancomycin,269,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Vascular 2 Flush Amount (mL),Vascular 2 Flush Amount (mL),10205,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Vascular 3 Flush Amount (mL),Vascular 3 Flush Amount (mL),5204,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Vascular 4 Flush Amount (mL),Vascular 4 Flush Amount (mL),2544,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Vascular 5 Flush Amount (mL),Vascular 5 Flush Amount (mL),1234,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Vascular 6 Flush Amount (mL),Vascular 6 Flush Amount (mL),778,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Vascular Flush Amount (mL),Vascular Flush Amount (mL),13476,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|VASO,VASO,259,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Vasopressin,Vasopressin,1289,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|vasopressin,vasopressin,499,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|VASOPRESSIN,VASOPRESSIN,1536,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|VASopressin (ml):,VASopressin (ml):,571,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|vasopressin drip,vasopressin drip,137,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|VASSOPRESSIN,VASSOPRESSIN,190,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Veletri,Veletri,258,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|VERSED,VERSED,1676,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|versed,versed,1985,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Versed,Versed,1984,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Versed Drip,Versed Drip,113,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml)  Aminocaproic Acid,Volume (ml)  Aminocaproic Acid,780,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml)  Argatroban,Volume (ml)  Argatroban,214,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml)  Bivalirudin,Volume (ml)  Bivalirudin,1585,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml)  Metoprolol,Volume (ml)  Metoprolol,814,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml)  Nicardipine,Volume (ml)  Nicardipine,1750,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) 3% NaCl,Volume (ml) 3% NaCl,740,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Abciximab,Volume (ml) Abciximab,118,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Acetylcysteine,Volume (mL) Acetylcysteine,319,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Alteplase,Volume (ml) Alteplase,2261,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Amiodarone,Volume (ml) Amiodarone,12670,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Amiodarone,Volume (mL) Amiodarone,20394,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Argatroban,Volume (ml) Argatroban,386,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Argatroban,Volume (mL) Argatroban,614,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Calcium Chloride,Volume (ml) Calcium Chloride,493,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Cisatracurium,Volume (ml) Cisatracurium,3605,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Cisatracurium,Volume (mL) Cisatracurium,3124,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Dexmedetomidine,Volume (ml) Dexmedetomidine,12167,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Dexmedetomidine,Volume (mL) Dexmedetomidine,11623,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Diltiazem,Volume (ml) Diltiazem,4809,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Diltiazem,Volume (mL) Diltiazem,9457,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Dobutamine,Volume (ml) Dobutamine,4213,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Dobutamine,Volume (mL) Dobutamine,1489,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Dopamine,Volume (ml) Dopamine,7828,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Dopamine,Volume (mL) Dopamine,11840,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Epinephrine,Volume (ml) Epinephrine,4142,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Epinephrine,Volume (mL) Epinephrine,1589,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Epoprostenol,Volume (ml) Epoprostenol,285,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) EPTIFIBATIDE,Volume (ml) EPTIFIBATIDE,158,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Esmolol,Volume (ml) Esmolol,227,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Esmolol,Volume (mL) Esmolol,124,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Fentanyl,Volume (ml) Fentanyl,22200,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Fentanyl,Volume (mL) Fentanyl,35983,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Furosemide,Volume (ml) Furosemide,7700,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Furosemide,Volume (mL) Furosemide,7569,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Heparin,Volume (ml) Heparin,8142,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Heparin,Volume (mL) Heparin,34595,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Heparin-heparin infusion 2 units/mL in 0.9% sodium chloride (ARTERIAL LINE),Volume (ml) Heparin-heparin infusion 2 units/mL in 0.9% sodium chloride (ARTERIAL LINE),117,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Hydromorphone,Volume (ml) Hydromorphone,341,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Insulin,Volume (ml) Insulin,19944,insulin,insulin
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Insulin ,Volume (mL) Insulin ,10132,insulin,insulin
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Isoproterenol,Volume (ml) Isoproterenol,186,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Labetalol,Volume (ml) Labetalol,189,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Labetalol,Volume (mL) Labetalol,513,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Lidocaine,Volume (ml) Lidocaine,613,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Lidocaine,Volume (mL) Lidocaine,459,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Lipids,Volume (ml) Lipids,3916,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Lipids,Volume (mL) Lipids,7558,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Lorazepam,Volume (mL) Lorazepam,154,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Magnesium ,Volume (mL) Magnesium ,5578,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Magnesium Sulfate,Volume (ml) Magnesium Sulfate,1397,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Midazolam,Volume (ml) Midazolam,11862,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Midazolam,Volume (mL) Midazolam,12924,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Milrinone,Volume (ml) Milrinone,4784,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Milrinone ,Volume (mL) Milrinone ,15920,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Morphine,Volume (ml) Morphine,2194,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Naloxone,Volume (ml) Naloxone,181,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Naloxone,Volume (mL) Naloxone,172,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Nicardipine,Volume (ml) Nicardipine,1795,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Nicardipine,Volume (mL) Nicardipine,2432,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Nitroglycerin,Volume (ml) Nitroglycerin,2488,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Nitroglycerin ,Volume (mL) Nitroglycerin ,10534,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (ml) Nitroprusside,Volume (ml) Nitroprusside,1625,,
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Volume (mL) Nitroprusside ,Volume (mL) Nitroprusside ,255,,
